Unnamed: 0,shop_class,Lng_shop,Lat_shop,Lng_spot,Lat_spot,Num,start_time,end_time,kcenter
899,89,121.56987,31.26556,121.582344,31.269781,4,586,676,1
900,89,121.56987,31.26556,121.571579,31.266745,3,317,407,1
901,89,121.56987,31.26556,121.567284,31.263617,2,281,371,1
902,89,121.56987,31.26556,121.567284,31.263617,2,383,473,1
903,89,121.56987,31.26556,121.567284,31.263617,3,619,709,1
904,111,121.57035,31.24123,121.573311,31.244196,6,315,405,1
905,111,121.57035,31.24123,121.563721,31.246967,2,282,372,1
906,89,121.57171,31.26646,121.582512,31.267292,2,323,413,1
907,33,121.57774,31.16631,121.577614,31.166462,1,312,402,1
908,33,121.57774,31.16631,121.574516,31.170094,2,310,400,1
909,33,121.57774,31.16631,121.574516,31.170094,1,542,632,1
910,111,121.58129,31.24806,121.580757,31.244331,2,281,371,1
911,89,121.58191,31.27421,121.590248,31.267336,1,303,393,1
912,33,121.58375,31.19981,121.599022,31.193453,1,250,340,1
913,33,121.58375,31.19981,121.581917,31.199276,1,491,581,1
914,89,121.58865,31.26966,121.594193,31.265678,5,486,576,1
915,89,121.58865,31.26966,121.590248,31.267336,2,367,457,1
916,33,121.59024,31.1903,121.590553,31.193527,1,483,573,1
917,33,121.59056,31.19232,121.592445,31.192793,2,609,699,1
918,33,121.59067,31.19191,121.596046,31.18775,2,542,632,1
919,33,121.59067,31.19191,121.602737,31.184872,4,527,617,1
920,33,121.59067,31.19191,121.590553,31.193527,1,575,665,1
921,33,121.59362,31.19107,121.581917,31.199276,1,227,317,1
922,33,121.59413,31.19104,121.587669,31.20183,1,464,554,1
923,33,121.59443,31.19116,121.590248,31.186306,1,211,301,1
924,33,121.59444,31.19177,121.590553,31.193527,1,238,328,1
925,33,121.59477,31.19024,121.606659,31.191093,2,210,300,1
926,33,121.59477,31.19024,121.596046,31.18775,3,224,314,1
927,33,121.59477,31.19024,121.584465,31.192692,1,247,337,1
928,33,121.59477,31.19024,121.60347,31.189779,2,605,695,1
929,33,121.59477,31.19024,120.910721,31.019789,1,486,576,1
930,33,121.59477,31.19024,121.590248,31.186306,2,248,338,1
931,33,121.59477,31.19024,121.590553,31.193527,2,599,689,1
932,33,121.59532,31.20014,121.592819,31.209885,1,277,367,1
933,33,121.59532,31.20014,121.590553,31.193527,2,300,390,1
934,33,121.59538,31.19119,121.592445,31.192793,1,227,317,1
935,89,121.59579,31.25683,121.596146,31.258282,1,264,354,1
936,89,121.59603,31.25677,121.592659,31.262718,1,275,365,1
937,89,121.59767,31.26354,121.596367,31.262463,4,258,348,1
938,89,121.59786,31.25439,121.600555,31.252085,1,235,325,1
939,89,121.6076,31.2642,121.587997,31.259472,1,531,621,1
940,34,121.60979,31.28027,121.612167,31.284342,1,408,498,1
941,34,121.60979,31.28027,121.609673,31.27953,1,500,590,1
942,34,121.60979,31.28027,121.614952,31.284395,2,381,471,1
943,34,121.61044,31.28134,121.613068,31.281267,1,444,534,1
944,34,121.61044,31.28134,121.609673,31.27953,1,458,548,1
945,72,121.6128,31.21631,121.59375,31.191845,1,583,673,1
946,72,121.6128,31.21631,121.592445,31.192793,13,516,606,1
947,72,121.6128,31.21631,121.598846,31.199852,1,619,709,1
948,72,121.61292,31.20218,121.602448,31.199795,1,214,304,1
949,72,121.61292,31.20218,121.630173,31.216169,2,222,312,1
950,72,121.61292,31.20218,121.610878,31.199883,3,601,691,1
951,72,121.61292,31.20218,121.607155,31.194971,2,223,313,1
952,72,121.61292,31.20218,121.612747,31.201822,3,259,349,1
953,72,121.61292,31.20218,121.601776,31.201483,2,231,321,1
954,72,121.61292,31.20218,121.601357,31.204685,3,562,652,1
955,72,121.61292,31.20218,121.627129,31.211054,2,254,344,1
956,72,121.61292,31.20218,121.590553,31.193527,2,221,311,1
957,72,121.61292,31.20218,121.590553,31.193527,2,585,675,1
958,72,121.61292,31.20218,121.587669,31.20183,2,553,643,1
959,72,121.61298,31.20221,121.602448,31.199795,6,235,325,1
960,72,121.61298,31.20221,121.602448,31.199795,2,584,674,1
961,72,121.61298,31.20221,121.610703,31.209026,2,271,361,1
962,72,121.61298,31.20221,121.610878,31.199883,1,239,329,1
963,72,121.61298,31.20221,121.612747,31.201822,1,239,329,1
964,72,121.61298,31.20221,120.910721,31.019789,2,466,556,1
965,72,121.61298,31.20221,121.626602,31.183823,2,275,365,1
966,72,121.61298,31.20221,121.583633,31.199615,3,335,425,1
967,72,121.61298,31.20221,121.627129,31.211054,2,224,314,1
968,72,121.61306,31.20229,121.621727,31.220043,2,289,379,1
969,72,121.61429,31.20529,121.617157,31.202852,2,509,599,1
970,72,121.61429,31.20529,121.612442,31.205318,2,400,490,1
971,72,121.6156,31.20223,121.602448,31.199795,2,243,333,1
972,72,121.61574,31.20419,121.838669,31.039585,2,286,376,1
973,72,121.61574,31.20419,121.610703,31.209026,2,290,380,1
974,72,121.61574,31.20419,121.615738,31.204243,1,287,377,1
975,72,121.61574,31.20419,121.627922,31.203434,2,289,379,1
976,72,121.61579,31.20415,121.615738,31.204243,3,324,414,1
977,72,121.61579,31.20415,121.612747,31.201822,2,279,369,1
978,72,121.61579,31.20415,121.617783,31.217989,4,613,703,1
979,72,121.61606,31.20389,121.613281,31.195801,2,618,708,1
980,72,121.62076,31.20271,121.626984,31.212833,2,616,706,1
981,72,121.62173,31.21941,121.617783,31.217989,2,315,405,1
982,72,121.62214,31.21902,121.634727,31.216389,3,227,317,1
983,72,121.62214,31.21902,121.617783,31.217989,1,342,432,1
984,72,121.6239,31.22045,121.633034,31.217813,1,234,324,1
985,72,121.63078,31.17822,121.630928,31.182547,3,618,708,1
986,72,121.63291,31.19929,121.615631,31.193529,3,532,622,1
987,72,121.63296,31.1993,121.633614,31.188801,1,469,559,1
988,72,121.63296,31.1993,121.634117,31.199688,1,288,378,1
989,72,121.63296,31.1993,121.638557,31.200335,2,629,719,1
990,72,121.63306,31.19947,121.634117,31.199688,1,598,688,1
991,72,121.63313,31.19956,121.610703,31.209026,3,467,557,1
992,72,121.63313,31.19956,121.634117,31.199688,2,261,351,1
993,72,121.63313,31.19956,121.635933,31.222549,4,224,314,1
994,72,121.63635,31.20232,121.610878,31.199883,2,353,443,1
995,72,121.6379,31.20273,121.636765,31.205406,3,620,710,1
996,72,121.6379,31.20273,121.627922,31.203434,2,214,304,1
997,72,121.6379,31.20273,121.629051,31.207571,1,216,306,1
998,79,121.63796,31.213,121.634117,31.199688,3,592,682,1
999,79,121.63807,31.21757,121.619637,31.195103,12,538,628,1
1000,79,121.63807,31.21757,121.633385,31.223055,3,235,325,1
1001,7,121.65461,31.27041,121.65873,31.266798,1,230,320,1
1002,7,121.65461,31.27041,121.651245,31.264698,2,628,718,1
1003,7,121.65461,31.27041,121.647217,31.273314,2,297,387,1
1004,7,121.65461,31.27041,121.656609,31.261227,1,258,348,1
1005,7,121.65461,31.27041,121.656609,31.261227,2,385,475,1
1006,7,121.65461,31.27041,121.678673,31.261314,1,628,718,1
1007,7,121.65461,31.27041,121.649101,31.271759,3,283,373,1
1008,7,121.65461,31.27041,121.654434,31.26907,3,622,712,1
1009,7,121.65717,31.26252,121.651245,31.264698,2,252,342,1
1010,7,121.65717,31.26252,121.656609,31.261227,1,600,690,1
1011,7,121.65717,31.26252,121.649101,31.271759,1,605,695,1
1012,7,121.65747,31.27604,121.841927,31.021612,3,256,346,1
1013,7,121.65747,31.27604,121.65847,31.274601,1,252,342,1
1014,7,121.65747,31.27604,121.65847,31.274601,1,569,659,1
1015,7,121.65747,31.27604,121.567703,31.245945,2,556,646,1
1016,7,121.65747,31.27604,121.656609,31.261227,3,295,385,1
1017,7,121.65747,31.27604,121.649101,31.271759,1,225,315,1
1018,7,121.65747,31.27604,121.649101,31.271759,3,285,375,1
1019,7,121.65747,31.27604,121.649101,31.271759,2,392,482,1
1020,7,121.65748,31.27663,121.647217,31.273314,1,597,687,1
1021,7,121.65748,31.27663,121.649101,31.271759,1,629,719,1
1022,7,121.65773,31.2613,121.647217,31.273314,3,616,706,1
1023,7,121.65773,31.2613,121.656609,31.261227,2,295,385,1
1024,7,121.65773,31.2613,121.649101,31.271759,2,228,318,1
1025,7,121.65773,31.2613,121.649101,31.271759,1,603,693,1
1026,7,121.6585,31.27468,121.648438,31.26169,10,237,327,1
1027,7,121.6585,31.27468,121.654152,31.276506,10,550,640,1
1028,7,121.6585,31.27468,121.65847,31.274601,13,215,305,1
1029,7,121.6585,31.27468,121.65847,31.274601,15,390,480,1
1030,7,121.6585,31.27468,121.65847,31.274601,23,574,664,1
1031,7,121.6585,31.27468,121.65847,31.274601,3,629,719,1
1032,7,121.6585,31.27468,121.647217,31.273314,14,592,682,1
1033,7,121.6585,31.27468,121.459442,31.241899,9,496,586,1
1034,7,121.6585,31.27468,121.654205,31.272615,1,245,335,1
1035,7,121.6585,31.27468,121.649101,31.271759,13,599,689,1
1036,7,121.65904,31.27311,121.65847,31.274601,1,213,303,1
1037,7,121.67259,31.23416,121.655273,31.219389,4,222,312,1
1038,7,121.67259,31.23416,121.678673,31.261314,2,623,713,1
1039,18,121.76318,31.05107,121.731789,31.027889,5,375,465,1
1040,18,121.76318,31.05107,121.780556,31.041302,3,612,702,1
1041,99,121.77481,31.04315,121.770363,31.044136,1,431,521,1
1042,99,121.77481,31.04315,121.764175,31.044626,1,448,538,1
1043,99,121.77481,31.04315,121.78495,31.049509,1,580,670,1
1044,99,121.77481,31.04315,121.768623,31.048546,2,451,541,1
1045,99,121.77641,31.04935,121.765228,31.05406,4,259,349,1
1046,99,121.77641,31.04935,121.757317,31.043268,1,246,336,1
1047,99,121.77641,31.04935,121.751183,31.046724,1,580,670,1
1048,99,121.77641,31.04935,121.759506,31.0376,2,242,332,1
1049,99,121.77641,31.04935,121.759247,31.046785,1,248,338,1
1050,99,121.77641,31.04935,121.754608,31.051882,1,567,657,1
1051,99,121.77641,31.04935,121.762329,31.049437,3,267,357,1
1052,99,121.77641,31.04935,121.762329,31.049437,1,499,589,1
1053,99,121.78078,31.04896,121.731789,31.027889,1,262,352,1
1054,99,121.78078,31.04896,121.780243,31.045298,1,281,371,1
1055,99,121.78078,31.04896,121.759506,31.0376,2,556,646,1
1056,99,121.78078,31.04896,121.78495,31.049509,1,448,538,1
1057,99,121.78078,31.04896,121.78495,31.049509,1,604,694,1
1058,99,121.78078,31.04896,121.901222,30.875978,1,233,323,1
1059,99,121.78078,31.04896,121.781616,31.045492,2,276,366,1
1060,99,121.78327,31.04844,121.780243,31.045298,2,487,577,1
1061,99,121.78327,31.04844,121.78495,31.049509,2,226,316,1
1062,99,121.78327,31.04844,121.786507,31.048065,1,271,361,1
1063,99,121.78351,31.04649,121.763962,31.609695,1,528,618,1
1064,99,121.78351,31.04649,121.785202,31.05884,1,236,326,1
1065,99,121.78351,31.04649,121.780243,31.045298,1,560,650,1
1066,99,121.78351,31.04649,121.78495,31.049509,1,280,370,1
1067,99,121.78351,31.04649,121.78495,31.049509,1,608,698,1
1068,99,121.78464,31.04573,121.781349,31.049833,7,299,389,1
1069,99,121.78464,31.04573,121.781349,31.049833,9,553,643,1
1070,99,121.78464,31.04573,121.780243,31.045298,7,226,316,1
1071,99,121.78464,31.04573,121.78495,31.049509,8,265,355,1
1072,99,121.78464,31.04573,121.78495,31.049509,7,583,673,1
1073,99,121.78464,31.04573,121.780556,31.041302,14,221,311,1
1074,99,121.78464,31.04573,121.780556,31.041302,7,590,680,1
1075,99,121.78464,31.048,121.763962,31.609695,1,243,333,1
1076,99,121.78464,31.048,121.781349,31.049833,2,234,324,1
1077,99,121.78464,31.048,121.707611,31.012049,2,575,665,1
1078,99,121.78464,31.048,121.78495,31.049509,1,470,560,1
1079,99,121.78464,31.048,121.786507,31.048065,2,601,691,1
1080,99,121.7847,31.04818,121.781349,31.049833,4,223,313,1
1081,99,121.7847,31.04818,121.731789,31.027889,3,225,315,1
1082,99,121.7847,31.04818,121.731789,31.027889,2,601,691,1
1083,99,121.7847,31.04818,121.780243,31.045298,2,331,421,1
1084,99,121.7847,31.04818,121.78495,31.049509,2,226,316,1
1085,99,121.7847,31.04818,121.78495,31.049509,1,326,416,1
1086,99,121.78477,31.04673,121.780556,31.041302,1,589,679,1
1087,99,121.78487,31.04806,121.781349,31.049833,1,240,330,1
1088,99,121.78487,31.04806,121.781349,31.049833,1,423,513,1
1089,99,121.78487,31.04806,121.567703,31.245945,2,629,719,1
1090,99,121.78487,31.04806,121.78495,31.049509,1,251,341,1
1091,99,121.78487,31.04806,121.78495,31.049509,2,600,690,1
1092,99,121.78487,31.04806,121.786507,31.048065,1,288,378,1
1093,99,121.78488,31.04783,121.567703,31.245945,2,543,633,1
1094,99,121.78488,31.04783,121.78495,31.049509,2,284,374,1
1095,99,121.78493,31.04969,121.707611,31.012049,1,292,382,1
1096,99,121.78499,31.04798,121.781349,31.049833,1,249,339,1
1097,99,121.78499,31.04798,121.786507,31.048065,1,350,440,1
1098,99,121.78499,31.04828,121.781349,31.049833,1,240,330,1
1099,99,121.78499,31.04828,121.78495,31.049509,1,562,652,1
1100,99,121.78509,31.04606,121.786507,31.048065,2,593,683,1
1101,99,121.78514,31.0459,121.781349,31.049833,1,232,322,1
1102,99,121.78514,31.0459,121.781349,31.049833,1,607,697,1
1103,99,121.78514,31.0459,121.78495,31.049509,2,232,322,1
1104,99,121.78514,31.0459,121.781616,31.045492,2,519,609,1
1105,99,121.78521,31.04611,121.780243,31.045298,2,374,464,1
1106,99,121.78521,31.04611,121.78495,31.049509,1,497,587,1
1107,99,121.7853,31.04779,121.781349,31.049833,1,280,370,1
1108,99,121.7853,31.04779,121.731789,31.027889,1,218,308,1
1109,99,121.7853,31.04779,121.731789,31.027889,1,514,604,1
1110,99,121.7853,31.04779,121.780243,31.045298,1,580,670,1
1111,99,121.7853,31.04779,121.78495,31.049509,1,310,400,1
1112,99,121.7853,31.04779,121.78495,31.049509,2,593,683,1
1113,99,121.7853,31.04779,121.780556,31.041302,2,218,308,1
1114,99,121.7853,31.04779,121.780556,31.041302,2,395,485,1
1115,99,121.7853,31.04779,121.786507,31.048065,1,611,701,1
1116,99,121.7855,31.04777,121.781349,31.049833,1,463,553,1
1117,99,121.7855,31.04777,121.780243,31.045298,1,297,387,1
1118,99,121.7855,31.04777,121.78495,31.049509,2,220,310,1
1119,99,121.7855,31.04777,121.78495,31.049509,1,480,570,1
1120,99,121.7855,31.04777,121.78495,31.049509,1,593,683,1
1121,99,121.7855,31.04777,121.786507,31.048065,2,601,691,1
1122,99,121.7855,31.04777,121.849197,30.992285,1,345,435,1
1123,99,121.78552,31.04594,121.781349,31.049833,4,605,695,1
1124,99,121.78552,31.04594,121.780243,31.045298,8,518,608,1
1125,99,121.78552,31.04594,121.780556,31.041302,7,532,622,1
1126,99,121.78603,31.04755,121.781349,31.049833,3,606,696,1
1127,99,121.78724,31.05068,121.781349,31.049833,4,512,602,1
1128,99,121.78724,31.05068,121.78495,31.049509,3,576,666,1
1129,99,121.8964,30.88195,121.90023,30.886774,1,246,336,1
1130,99,121.8964,30.88195,121.536545,31.24263,3,601,691,1
1131,99,121.8964,30.88195,121.901222,30.875978,3,267,357,1
1132,99,121.8964,30.88195,121.901222,30.875978,5,580,670,1
1133,99,121.8964,30.88195,121.587296,31.149302,3,546,636,1
1134,99,121.89876,30.87946,121.901222,30.875978,1,439,529,1
1135,99,121.89876,30.87946,121.587296,31.149302,1,288,378,1
1136,99,121.89948,30.87948,121.90023,30.886774,1,215,305,1
1137,99,121.89954,30.87953,121.890335,30.887897,1,407,497,1
1138,99,121.90014,30.8797,121.901222,30.875978,1,218,308,1
1139,99,121.90014,30.8797,121.587296,31.149302,1,557,647,1
1140,99,121.90044,30.87929,121.359085,31.825905,2,279,369,1
1141,108,121.18938,31.04398,121.204124,31.050911,2,573,663,1
1142,108,121.18938,31.04398,121.199493,31.050938,1,485,575,1
1143,108,121.18938,31.04398,121.199493,31.050938,2,576,666,1
1144,108,121.18938,31.04398,121.217018,31.049732,1,558,648,1
1145,108,121.18938,31.04398,121.1959,31.050434,1,548,638,1
1146,108,121.18938,31.04398,121.202805,31.050377,1,563,653,1
1147,108,121.18938,31.04398,121.205635,31.057669,1,560,650,1
1148,116,121.19011,31.04514,121.227066,31.026434,22,559,649,1
1149,116,121.19065,31.05253,121.164902,31.047752,5,310,400,1
1150,116,121.19065,31.05253,121.1894,31.053415,1,562,652,1
1151,116,121.19065,31.05253,121.187263,31.05117,1,252,342,1
1152,116,121.19065,31.05253,121.197113,31.054916,2,283,373,1
1153,116,121.19065,31.05253,121.197113,31.054916,11,563,653,1
1154,116,121.19065,31.05253,121.299438,31.433102,2,371,461,1
1155,116,121.19065,31.05253,121.299438,31.433102,12,546,636,1
1156,116,121.19065,31.05253,121.299438,31.433102,6,600,690,1
1157,116,121.19065,31.05253,121.1959,31.050434,1,232,322,1
1158,116,121.19065,31.05253,121.2873,30.695353,13,266,356,1
1159,116,121.19065,31.05253,121.19046,31.051914,1,246,336,1
1160,116,121.19065,31.05253,121.19046,31.051914,5,541,631,1
1161,116,121.19215,31.04359,121.192482,31.04207,4,325,415,1
1162,116,121.19215,31.04359,121.199493,31.050938,1,624,714,1
1163,116,121.19215,31.04359,121.187263,31.05117,1,304,394,1
1164,116,121.19215,31.04359,121.1959,31.050434,1,275,365,1
1165,116,121.19215,31.04359,121.19046,31.051914,1,218,308,1
1166,116,121.19215,31.04359,121.19046,31.051914,1,256,346,1
1167,116,121.19287,31.04349,121.299438,31.433102,2,305,395,1
1168,116,121.19516,31.04743,121.217018,31.049732,2,255,345,1
1169,116,121.19516,31.04743,121.208687,31.054615,1,355,445,1
1170,116,121.19666,31.05031,121.217018,31.049732,12,572,662,1
1171,116,121.19746,31.04984,120.875702,31.119118,1,579,669,1
1172,116,121.19746,31.04984,121.199493,31.050938,2,257,347,1
1173,116,121.19746,31.04984,121.199493,31.050938,3,628,718,1
1174,116,121.19746,31.04984,121.217018,31.049732,2,246,336,1
1175,116,121.19746,31.04984,121.217018,31.049732,2,625,715,1
1176,116,121.19746,31.04984,121.197929,31.050875,2,299,389,1
1177,116,121.19746,31.04984,121.202805,31.050377,2,227,317,1
1178,116,121.19746,31.04984,121.220177,31.033651,2,552,642,1
1179,116,121.19769,31.04961,120.875702,31.119118,1,211,301,1
1180,116,121.19769,31.04961,121.229424,31.057896,1,299,389,1
1181,116,121.19769,31.04961,121.199493,31.050938,1,279,369,1
1182,116,121.19769,31.04961,121.199493,31.050938,1,561,651,1
1183,116,121.19769,31.04961,121.217018,31.049732,1,524,614,1
1184,116,121.19769,31.04961,121.228935,31.04467,1,469,559,1
1185,116,121.19769,31.04961,121.197929,31.050875,2,298,388,1
1186,116,121.19769,31.04961,121.208687,31.054615,1,581,671,1
1187,116,121.19771,31.04961,121.199493,31.050938,2,464,554,1
1188,116,121.19771,31.04961,121.197929,31.050875,1,344,434,1
1189,116,121.19773,31.04975,120.875702,31.119118,1,218,308,1
1190,116,121.19773,31.04975,121.229614,31.832016,1,322,412,1
1191,116,121.19773,31.04975,121.199493,31.050938,2,236,326,1
1192,116,121.19773,31.04975,121.217018,31.049732,1,215,305,1
1193,116,121.19773,31.04975,121.217018,31.049732,2,342,432,1
1194,116,121.19773,31.04975,121.1959,31.050434,2,233,323,1
1195,116,121.19773,31.04975,121.1959,31.050434,1,460,550,1
1196,116,121.19773,31.04975,121.197929,31.050875,1,538,628,1
1197,116,121.19773,31.04975,121.19046,31.051914,1,250,340,1
1198,116,121.1982,31.04958,121.199493,31.050938,1,397,487,1
1199,116,121.1982,31.04958,121.197929,31.050875,1,270,360,1
1200,116,121.19868,31.04957,121.204124,31.050911,2,258,348,1
1201,116,121.19868,31.04957,121.204124,31.050911,1,577,667,1
1202,116,121.19868,31.04957,120.875702,31.119118,1,214,304,1
1203,116,121.19868,31.04957,121.197189,31.779171,4,269,359,1
1204,116,121.19868,31.04957,121.472488,31.233086,2,298,388,1
1205,116,121.19868,31.04957,121.229614,31.832016,1,359,449,1
1206,116,121.19868,31.04957,121.209389,31.050249,1,294,384,1
1207,116,121.19868,31.04957,121.209389,31.050249,3,595,685,1
1208,116,121.19868,31.04957,121.199493,31.050938,4,236,326,1
1209,116,121.19868,31.04957,121.199493,31.050938,2,270,360,1
1210,116,121.19868,31.04957,121.199493,31.050938,2,316,406,1
1211,116,121.19868,31.04957,121.199493,31.050938,5,397,487,1
1212,116,121.19868,31.04957,121.199493,31.050938,1,540,630,1
1213,116,121.19868,31.04957,121.199493,31.050938,1,584,674,1
1214,116,121.19868,31.04957,121.199493,31.050938,3,628,718,1
1215,116,121.19868,31.04957,121.197113,31.054916,2,567,657,1
1216,116,121.19868,31.04957,121.220497,31.049629,2,425,515,1
1217,116,121.19868,31.04957,121.217018,31.049732,1,244,334,1
1218,116,121.19868,31.04957,121.217018,31.049732,6,310,400,1
1219,116,121.19868,31.04957,121.217018,31.049732,1,419,509,1
1220,116,121.19868,31.04957,121.217018,31.049732,1,450,540,1
1221,116,121.19868,31.04957,121.217018,31.049732,1,547,637,1
1222,116,121.19868,31.04957,121.217018,31.049732,3,584,674,1
1223,116,121.19868,31.04957,121.218231,31.046228,1,459,549,1
1224,116,121.19868,31.04957,121.222687,31.025852,1,275,365,1
1225,116,121.19868,31.04957,121.198265,31.045639,1,297,387,1
1226,116,121.19868,31.04957,121.198265,31.045639,1,456,546,1
1227,116,121.19868,31.04957,121.1959,31.050434,1,215,305,1
1228,116,121.19868,31.04957,121.1959,31.050434,5,282,372,1
1229,116,121.19868,31.04957,121.1959,31.050434,2,337,427,1
1230,116,121.19868,31.04957,121.1959,31.050434,1,516,606,1
1231,116,121.19868,31.04957,121.1959,31.050434,4,595,685,1
1232,116,121.19868,31.04957,121.228935,31.04467,1,238,328,1
1233,116,121.19868,31.04957,121.197929,31.050875,2,254,344,1
1234,116,121.19868,31.04957,121.197929,31.050875,3,299,389,1
1235,116,121.19868,31.04957,121.197929,31.050875,1,458,548,1
1236,116,121.19868,31.04957,121.202805,31.050377,11,298,388,1
1237,116,121.19868,31.04957,121.202805,31.050377,3,333,423,1
1238,116,121.19868,31.04957,121.21508,31.050501,2,235,325,1
1239,116,121.19868,31.04957,121.21508,31.050501,1,271,361,1
1240,116,121.19868,31.04957,121.21508,31.050501,1,629,719,1
1241,116,121.19868,31.04957,121.001007,30.836681,3,284,374,1
1242,116,121.19868,31.04957,121.206551,31.049814,1,236,326,1
1243,116,121.19868,31.04957,121.211876,31.039864,2,356,446,1
1244,116,121.19868,31.04957,121.205635,31.057669,1,506,596,1
1245,116,121.19943,31.04968,121.472488,31.233086,1,287,377,1
1246,116,121.19943,31.04968,121.199493,31.050938,3,259,349,1
1247,116,121.19943,31.04968,121.199493,31.050938,1,453,543,1
1248,116,121.19943,31.04968,121.199493,31.050938,1,599,689,1
1249,116,121.19943,31.04968,121.217018,31.049732,1,243,333,1
1250,116,121.19943,31.04968,121.423752,30.689812,2,251,341,1
1251,116,121.19943,31.04968,121.197929,31.050875,1,624,714,1
1252,116,121.19945,31.0497,121.229614,31.832016,1,280,370,1
1253,116,121.19945,31.0497,121.199493,31.050938,2,220,310,1
1254,116,121.19945,31.0497,121.199493,31.050938,1,425,515,1
1255,116,121.19945,31.0497,121.299438,31.433102,1,281,371,1
1256,116,121.19945,31.0497,121.217018,31.049732,1,305,395,1
1257,116,121.19945,31.0497,121.217018,31.049732,2,602,692,1
1258,116,121.19945,31.0497,121.1959,31.050434,1,607,697,1
1259,116,121.19945,31.0497,121.197929,31.050875,1,280,370,1
1260,116,121.19945,31.0497,121.21508,31.050501,1,236,326,1
1261,116,121.19951,31.0494,121.199493,31.050938,2,540,630,1
1262,116,121.1997,31.04956,121.209389,31.050249,4,406,496,1
1263,116,121.1997,31.04956,121.1959,31.050434,2,287,377,1
1264,116,121.1997,31.04956,121.21508,31.050501,4,445,535,1
1265,116,121.19971,31.04985,121.204124,31.050911,1,389,479,1
1266,116,121.19971,31.04985,121.192482,31.04207,1,474,564,1
1267,116,121.19971,31.04985,121.211632,31.059235,1,533,623,1
1268,116,121.19971,31.04985,121.218597,31.055817,1,242,332,1
1269,116,121.19971,31.04985,121.472488,31.233086,2,573,663,1
1270,116,121.19971,31.04985,121.229614,31.832016,2,508,598,1
1271,116,121.19971,31.04985,121.209389,31.050249,1,360,450,1
1272,116,121.19971,31.04985,121.199493,31.050938,1,334,424,1
1273,116,121.19971,31.04985,121.199493,31.050938,2,478,568,1
1274,116,121.19971,31.04985,121.199493,31.050938,1,518,608,1
1275,116,121.19971,31.04985,121.299438,31.433102,1,289,379,1
1276,116,121.19971,31.04985,121.299438,31.433102,2,563,653,1
1277,116,121.19971,31.04985,121.217018,31.049732,1,442,532,1
1278,116,121.19971,31.04985,121.198265,31.045639,1,227,317,1
1279,116,121.19971,31.04985,121.1959,31.050434,4,548,638,1
1280,116,121.19971,31.04985,121.202805,31.050377,2,420,510,1
1281,116,121.19971,31.04985,121.21508,31.050501,1,227,317,1
1282,116,121.19971,31.04985,121.21508,31.050501,1,527,617,1
1283,116,121.19971,31.04985,121.239647,31.006155,2,611,701,1
1284,116,121.19971,31.04985,121.2873,30.695353,1,222,312,1
1285,116,121.19971,31.04985,121.2873,30.695353,1,565,655,1
1286,116,121.19988,31.05158,121.229614,31.832016,2,284,374,1
1287,116,121.19988,31.05158,121.199493,31.050938,5,330,420,1
1288,116,121.20014,31.05208,121.217018,31.049732,1,532,622,1
1289,116,121.20035,31.05107,121.187263,31.05117,1,582,672,1
1290,116,121.20035,31.05107,121.19046,31.051914,1,238,328,1
1291,116,121.2004,31.04909,121.199493,31.050938,3,511,601,1
1292,116,121.2004,31.04909,121.220497,31.049629,1,512,602,1
1293,116,121.2004,31.04909,121.198265,31.045639,3,535,625,1
1294,116,121.2004,31.04909,121.2873,30.695353,1,622,712,1
1295,116,121.20042,31.0517,121.181206,31.069849,2,255,345,1
1296,116,121.20042,31.0517,121.197189,31.779171,1,320,410,1
1297,116,121.20042,31.0517,121.39743,31.206272,1,328,418,1
1298,116,121.20042,31.0517,121.199493,31.050938,1,224,314,1
1299,116,121.20042,31.0517,121.199493,31.050938,1,320,410,1
1300,116,121.20042,31.0517,121.299438,31.433102,1,566,656,1
1301,116,121.20042,31.0517,121.217018,31.049732,1,318,408,1
1302,116,121.20042,31.0517,121.359085,31.825905,1,487,577,1
1303,116,121.20042,31.0517,121.19091,31.049822,1,526,616,1
1304,116,121.20042,31.0517,121.2873,30.695353,1,365,455,1
1305,116,121.20042,31.0517,121.19046,31.051914,1,347,437,1
1306,116,121.20054,31.04952,121.199493,31.050938,2,443,533,1
1307,116,121.20054,31.04952,121.197929,31.050875,1,514,604,1
1308,116,121.20062,31.0497,121.229614,31.832016,1,235,325,1
1309,116,121.20062,31.0497,121.199493,31.050938,3,219,309,1
1310,116,121.20062,31.0497,121.217018,31.049732,1,383,473,1
1311,116,121.20062,31.0497,121.202805,31.050377,2,383,473,1
1312,116,121.20062,31.0497,121.205635,31.057669,1,495,585,1
1313,116,121.20064,31.05093,121.229614,31.832016,1,466,556,1
1314,116,121.20064,31.05093,121.199493,31.050938,2,463,553,1
1315,116,121.20081,31.04038,121.299438,31.433102,1,545,635,1
1316,116,121.20092,31.0509,121.202805,31.050377,1,346,436,1
1317,116,121.20092,31.05288,121.199493,31.050938,1,518,608,1
1318,116,121.20092,31.05288,121.2873,30.695353,1,248,338,1
1319,116,121.20154,31.04963,121.001007,30.836681,2,234,324,1
1320,116,121.20169,31.05123,121.204124,31.050911,4,443,533,1
1321,116,121.20169,31.05123,121.39743,31.206272,10,323,413,1
1322,116,121.20169,31.05123,121.202805,31.050377,1,425,515,1
1323,116,121.20173,31.05006,121.199493,31.050938,2,225,315,1
