Order_id,Spot_id,Shop_id,Num,Lng_shop,Lat_shop,Lng_spot,Lat_spot,start_time,end_time,shop_class,spot_class
E3068,B6490,S419,4,121.5064,31.29453,121.510109,31.29397,283,373,93,93
E3074,B1784,S420,1,121.50643,31.26805,121.507515,31.269331,579,669,40,40
E3077,B3616,S420,2,121.50643,31.26805,121.50473,31.26832,560,650,40,122
E3080,B1442,S421,2,121.50659,31.29463,121.507874,31.299892,564,654,93,93
E3083,B1456,S421,8,121.50659,31.29463,121.499596,31.334791,551,641,93,76
E3086,B2448,S421,15,121.50659,31.29463,121.51152,31.291658,267,357,93,93
E3089,B3782,S421,3,121.50659,31.29463,121.503006,31.294336,316,406,93,93
E3092,B4356,S421,1,121.50659,31.29463,121.504906,31.288074,577,667,93,93
E3095,B5284,S421,1,121.50659,31.29463,121.517807,31.292402,560,650,93,57
E3098,B5474,S421,3,121.50659,31.29463,121.506516,31.294493,288,378,93,93
E3101,B5474,S421,19,121.50659,31.29463,121.506516,31.294493,607,697,93,93
E3107,B7096,S421,1,121.50659,31.29463,121.50621,31.298653,533,623,93,93
E3110,B7377,S421,1,121.50659,31.29463,121.4981,31.299238,296,386,93,93
E3113,B8291,S421,2,121.50659,31.29463,121.187752,31.0385,590,680,93,108
E3116,B3852,S423,1,121.50759,31.29069,121.507774,31.2904,605,695,93,93
E3119,B1179,S425,2,121.50904,31.28123,121.513664,31.274984,263,353,40,40
E3122,B2173,S426,1,121.50906,30.83875,121.377113,31.157791,568,658,20,52
E3125,B2232,S426,1,121.50906,30.83875,121.504578,30.834429,621,711,20,20
E3128,B4933,S427,3,121.5095,31.19503,121.509979,31.188786,240,330,25,25
E3131,B8853,S427,1,121.5095,31.19503,121.504883,31.189734,620,710,25,25
E3134,B1442,S428,1,121.50955,31.29782,121.507874,31.299892,297,387,93,93
E3137,B1442,S428,3,121.50955,31.29782,121.507874,31.299892,598,688,93,93
E3143,B2276,S428,5,121.50955,31.29782,121.508797,31.297123,248,338,93,93
E3146,B2276,S428,2,121.50955,31.29782,121.508797,31.297123,318,408,93,93
E3149,B2276,S428,2,121.50955,31.29782,121.508797,31.297123,524,614,93,93
E3152,B2276,S428,2,121.50955,31.29782,121.508797,31.297123,613,703,93,93
E3155,B0291,S428,2,121.50955,31.29782,121.472488,31.233086,382,472,93,98
E3161,B3782,S428,1,121.50955,31.29782,121.503006,31.294336,311,401,93,93
E3164,B4356,S428,1,121.50955,31.29782,121.504906,31.288074,536,626,93,93
E3167,B5474,S428,5,121.50955,31.29782,121.506516,31.294493,253,343,93,93
E3170,B5474,S428,2,121.50955,31.29782,121.506516,31.294493,293,383,93,93
E3173,B5474,S428,2,121.50955,31.29782,121.506516,31.294493,408,498,93,93
E3176,B5474,S428,3,121.50955,31.29782,121.506516,31.294493,615,705,93,93
E3179,B5965,S428,2,121.50955,31.29782,121.505066,31.336073,261,351,93,76
E3182,B6490,S428,3,121.50955,31.29782,121.510109,31.29397,578,668,93,93
E3188,B7096,S428,2,121.50955,31.29782,121.50621,31.298653,256,346,93,93
E3191,B7377,S428,3,121.50955,31.29782,121.4981,31.299238,589,679,93,93
E3194,B0960,S428,2,121.50955,31.29782,121.513184,31.303024,220,310,93,93
E3200,B4240,S430,2,121.51004,31.19413,121.506302,31.185118,368,458,25,25
E3203,B5980,S432,1,121.51072,31.27533,121.510078,31.274807,387,477,40,40
E3206,B5457,S433,4,121.5108,31.29055,121.49675,31.28104,275,365,93,122
E3209,B3888,S435,1,121.51094,30.82949,121.42012,31.161734,266,356,20,24
E3212,B1899,S436,4,121.51095,31.29085,121.512764,31.281061,267,357,93,40
E3218,B5474,S436,3,121.51095,31.29085,121.506516,31.294493,244,334,93,93
E3224,B4299,S439,1,121.51191,31.2809,121.522186,31.277462,256,346,40,57
E3230,B4933,S442,1,121.51325,31.18278,121.509979,31.188786,220,310,25,25
E3233,B0456,S443,2,121.51344,31.29992,121.497948,31.290825,344,434,93,93
E3236,B6445,S443,1,121.51344,31.29992,121.48745,31.300381,243,333,93,54
E3239,B5775,S444,1,121.5136,31.23212,121.518715,31.237139,241,331,65,65
E3248,B5403,S445,1,121.51363,31.15766,121.490929,31.273355,222,312,25,1
E3251,B6506,S445,1,121.51363,31.15766,121.500572,31.185728,289,379,25,25
E3254,B7707,S445,1,121.51363,31.15766,121.449989,31.283613,559,649,25,2
E3257,B0994,S445,1,121.51363,31.15766,121.48777,31.289875,537,627,25,118
E3260,B6603,S446,2,121.51409,31.29927,121.529724,31.308523,310,400,93,42
E3263,B6767,S447,4,121.51437,31.19235,121.527283,31.190931,418,508,25,65
E3266,B2393,S448,2,121.51498,31.23585,121.52597,31.234465,448,538,65,92
E3269,B5775,S448,2,121.51498,31.23585,121.518715,31.237139,220,310,65,65
E3275,B7579,S448,1,121.51498,31.23585,121.510941,31.236071,543,633,65,4
E3278,B7776,S449,3,121.51505,31.20838,121.509178,31.205917,303,393,41,41
E3281,B5018,S450,2,121.51516,31.30344,121.513512,31.307673,513,603,93,93
E3287,B5937,S451,2,121.51537,31.23852,121.506447,31.241705,246,336,65,4
E3293,B2636,S455,2,121.51585,31.23646,121.548744,31.241362,256,346,65,92
E3296,B4494,S455,1,121.51585,31.23646,121.531136,31.22245,234,324,65,65
E3302,B9111,S455,5,121.51585,31.23646,121.518181,31.222845,323,413,65,65
E3305,B0129,S457,1,121.51597,31.30199,121.501442,31.301579,261,351,93,93
E3311,B2399,S459,2,121.51647,31.23002,121.503059,31.239458,270,360,65,4
E3314,B8013,S460,1,121.51689,31.22684,121.352867,31.2451,351,441,65,13
E3317,B8238,S461,1,121.51733,31.23663,121.539406,31.234053,252,342,65,92
E3320,B1450,S463,2,121.51758,31.23649,121.513199,31.236773,284,374,65,4
E3323,B2393,S463,2,121.51758,31.23649,121.52597,31.234465,301,391,65,92
E3329,B3995,S463,1,121.51758,31.23649,121.518105,31.229826,223,313,65,65
E3332,B5240,S463,8,121.51758,31.23649,121.50103,31.236509,279,369,65,4
E3335,B6083,S463,2,121.51758,31.23649,121.73732,31.054562,298,388,65,18
E3341,B6665,S463,2,121.51758,31.23649,121.515579,31.239056,305,395,65,4
E3344,B7579,S463,2,121.51758,31.23649,121.510941,31.236071,276,366,65,4
E3347,B7768,S463,2,121.51758,31.23649,121.2873,30.695353,267,357,65,61
E3350,B8114,S463,1,121.51758,31.23649,121.534485,31.223682,627,717,65,65
E3353,B0930,S463,2,121.51758,31.23649,121.516968,31.234608,215,305,65,65
E3356,B0930,S463,2,121.51758,31.23649,121.516968,31.234608,351,441,65,65
E3362,B4453,S464,2,121.5179,31.23396,121.556503,31.227859,212,302,65,56
E3365,B5968,S464,1,121.5179,31.23396,121.528702,31.22476,216,306,65,65
E3368,B0930,S464,2,121.5179,31.23396,121.516968,31.234608,282,372,65,65
E3371,B5775,S466,1,121.51844,31.23703,121.518715,31.237139,323,413,65,65
E3377,B0089,S468,2,121.51862,31.20979,121.523621,31.214422,243,333,65,65
E3380,B5154,S470,4,121.51925,31.22884,121.520653,31.233856,436,526,65,65
E3383,B4729,S471,2,121.51926,31.23349,121.508743,31.228329,235,325,65,41
E3386,B4667,S472,2,121.52081,31.30977,121.519615,31.305328,415,505,93,93
E3389,B0117,S473,1,121.52089,31.32104,121.320763,30.948206,246,336,42,32
E3392,B5486,S473,1,121.52089,31.32104,121.533424,31.317526,363,453,42,42
E3395,B0324,S474,1,121.52092,31.2241,121.538033,31.224367,298,388,65,65
E3398,B9111,S474,3,121.52092,31.2241,121.518181,31.222845,623,713,65,65
E3410,B0622,S476,1,121.52229,31.22457,121.520424,31.230415,603,693,65,65
E3413,B6890,S476,1,121.52229,31.22457,121.520218,31.214643,216,306,65,65
E3416,B7904,S476,1,121.52229,31.22457,121.524971,31.224154,409,499,65,65
E3422,B4728,S477,3,121.52265,31.30917,121.523071,31.316555,314,404,93,42
E3425,B3745,S478,2,121.5227,31.23589,121.522125,31.237816,265,355,65,92
E3428,B1766,S479,1,121.5228,31.30923,121.554817,31.308886,270,360,93,42
E3431,B2792,S479,1,121.5228,31.30923,121.548294,31.306479,238,328,93,42
E3434,B0092,S479,1,121.5228,31.30923,121.522255,31.309479,248,338,93,93
E3437,B3535,S480,1,121.5228,31.30933,121.52726,31.308378,230,320,93,42
E3440,B6603,S480,1,121.5228,31.30933,121.529724,31.308523,543,633,93,42
E3443,B7353,S480,1,121.5228,31.30933,121.513153,31.300184,242,332,93,93
E3446,B2095,S481,1,121.52281,31.30927,121.536987,31.306065,273,363,93,42
E3452,B2323,S483,8,121.52302,31.21429,121.516998,31.215893,612,702,65,65
E3455,B3750,S483,13,121.52302,31.21429,121.515144,31.21195,419,509,65,41
E3458,B4188,S483,9,121.52302,31.21429,121.448601,30.904062,328,418,65,20
E3461,B6890,S483,10,121.52302,31.21429,121.520218,31.214643,241,331,65,65
E3464,B1222,S484,5,121.52357,31.25693,121.546776,31.273542,286,376,92,11
E3467,B3003,S484,3,121.52357,31.25693,121.513374,31.255407,519,609,92,40
E3470,B5799,S484,3,121.52357,31.25693,121.547096,31.277378,606,696,92,11
E3473,B2323,S486,2,121.5243,31.21929,121.516998,31.215893,596,686,65,65
E3476,B4320,S486,1,121.5243,31.21929,121.531097,31.214598,276,366,65,65
E3479,B8060,S486,1,121.5243,31.21929,121.542671,31.236141,608,698,65,92
E3482,B7443,S488,2,121.52655,31.28176,121.52829,31.281612,394,484,57,57
E3485,B8000,S488,1,121.52655,31.28176,121.524582,31.282108,311,401,57,57
E3488,B1791,S489,3,121.52772,31.23119,121.53759,31.230623,514,604,65,65
E3491,B3745,S489,7,121.52772,31.23119,121.522125,31.237816,410,500,65,92
E3494,B3745,S489,1,121.52772,31.23119,121.522125,31.237816,529,619,65,92
E3497,B5095,S489,4,121.52772,31.23119,121.524269,31.228701,244,334,65,65
E3500,B0557,S489,2,121.52772,31.23119,121.524414,31.226925,238,328,65,65
E3503,B6665,S489,4,121.52772,31.23119,121.515579,31.239056,546,636,65,4
E3506,B7904,S489,1,121.52772,31.23119,121.524971,31.224154,368,458,65,65
E3509,B8614,S489,3,121.52772,31.23119,121.522743,31.229713,217,307,65,65
E3512,B2965,S490,2,121.52777,31.23115,121.5299,31.230036,253,343,65,65
E3515,B3745,S491,4,121.52781,31.23111,121.522125,31.237816,409,499,65,92
E3518,B8697,S491,1,121.52781,31.23111,121.527458,31.23172,591,681,65,65
E3533,B8742,S493,1,121.53094,31.21215,121.530548,31.211916,210,300,65,65
E3539,B0540,S494,2,121.53099,31.21456,121.528046,31.206089,291,381,65,65
E3542,B5968,S494,2,121.53099,31.21456,121.528702,31.22476,590,680,65,65
E3545,B6817,S494,1,121.53099,31.21456,121.520081,31.208284,508,598,65,65
E3548,B0805,S494,2,121.53099,31.21456,121.484673,31.207211,360,450,65,15
E3551,B8742,S494,1,121.53099,31.21456,121.530548,31.211916,485,575,65,65
E3554,B1416,S495,2,121.53102,31.21458,121.532669,31.217106,277,367,65,65
E3560,B4458,S495,2,121.53102,31.21458,121.502876,31.156847,484,574,65,25
E3563,B7533,S495,2,121.53102,31.21458,121.533485,31.215538,293,383,65,65
E3566,B0833,S495,2,121.53102,31.21458,121.534935,31.213123,337,427,65,65
E3569,B7071,S497,18,121.53202,31.31275,121.535698,31.321054,443,533,42,42
E3572,B5531,S498,2,121.53324,31.18262,121.518883,31.176476,228,318,25,25
E3575,B6232,S499,2,121.53488,31.19942,121.531052,31.200171,601,691,65,65
E3578,B8481,S500,1,121.53683,31.29525,121.535652,31.298,590,680,104,104
E3581,B1456,S503,1,121.53782,31.2878,121.499596,31.334791,625,715,104,76
E3584,B3782,S503,2,121.53782,31.2878,121.503006,31.294336,277,367,104,93
E3590,B0148,S506,1,121.54143,31.28182,121.544319,31.283875,576,666,104,104
E3593,B2014,S506,1,121.54143,31.28182,121.541496,31.281773,348,438,104,104
E3596,B4899,S508,1,121.54256,31.28571,121.540237,31.284382,588,678,104,104
E3599,B7781,S508,1,121.54256,31.28571,121.543106,31.287016,523,613,104,104
E3602,B2076,S509,2,121.54317,31.20263,121.555923,31.202845,388,478,65,56
E3605,B1125,S510,14,121.54395,31.23764,121.541214,31.245142,243,333,92,92
E3608,B4556,S512,3,121.5475,31.24256,121.547295,31.243139,309,399,92,92
E3611,B0513,S513,1,121.54851,31.28933,121.555809,31.293144,290,380,104,11
E3614,B3722,S514,2,121.54857,31.28926,121.545311,31.294363,290,380,104,104
E3617,B1380,S515,2,121.54857,31.29019,121.550819,31.294182,584,674,104,11
E3626,B2355,S515,8,121.54857,31.29019,121.546371,31.287663,358,448,104,104
E3629,B4106,S515,2,121.54857,31.29019,121.55191,31.290323,577,667,104,11
E3632,B0513,S515,2,121.54857,31.29019,121.555809,31.293144,533,623,104,11
E3635,B5520,S515,5,121.54857,31.29019,121.359085,31.825905,477,567,104,31
E3638,B6179,S515,1,121.54857,31.29019,121.46048,31.213305,494,584,104,15
E3641,B6462,S515,1,121.54857,31.29019,121.556099,31.295309,222,312,104,11
E3644,B6691,S515,2,121.54857,31.29019,121.556023,31.289707,371,461,104,11
E3662,B1753,S518,1,121.55011,31.28955,121.548431,31.289217,295,385,11,104
E3668,B4106,S518,1,121.55011,31.28955,121.55191,31.290323,254,344,11,11
E3671,B4106,S518,2,121.55011,31.28955,121.55191,31.290323,345,435,11,11
E3674,B0513,S518,1,121.55011,31.28955,121.555809,31.293144,610,700,11,11
E3677,B6179,S518,1,121.55011,31.28955,121.46048,31.213305,555,645,11,15
E3680,B6462,S518,1,121.55011,31.28955,121.556099,31.295309,570,660,11,11
E3683,B6691,S518,3,121.55011,31.28955,121.556023,31.289707,554,644,11,11
E3692,B6179,S519,1,121.55149,31.29025,121.46048,31.213305,435,525,11,15
E3704,B1774,S521,2,121.55367,31.28554,121.555489,31.286787,221,311,11,11
E3710,B1774,S521,3,121.55367,31.28554,121.555489,31.286787,536,626,11,11
E3728,B5973,S521,3,121.55367,31.28554,121.548119,31.281214,217,307,11,11
E3731,B6179,S521,4,121.55367,31.28554,121.46048,31.213305,248,338,11,15
E3734,B6179,S521,5,121.55367,31.28554,121.46048,31.213305,314,404,11,15
E3737,B6179,S521,1,121.55367,31.28554,121.46048,31.213305,533,623,11,15
E3740,B6179,S521,7,121.55367,31.28554,121.46048,31.213305,615,705,11,15
E3752,B1557,S522,2,121.55368,31.23295,121.558052,31.224516,343,433,111,56
E3755,B6022,S522,3,121.55368,31.23295,121.573311,31.244196,307,397,111,111
E3758,B7428,S522,4,121.55368,31.23295,121.551811,31.238499,449,539,111,111
E3761,B6179,S523,1,121.55427,31.2857,121.46048,31.213305,501,591,11,15
E3773,B6179,S524,1,121.55475,31.28619,121.46048,31.213305,222,312,11,15
E3776,B6179,S524,3,121.55475,31.28619,121.46048,31.213305,270,360,11,15
E3779,B6179,S524,3,121.55475,31.28619,121.46048,31.213305,580,670,11,15
E3782,B0126,S525,2,121.5577,31.25365,121.559769,31.248833,279,369,111,111
E3785,B3187,S525,1,121.5577,31.25365,121.558296,31.255968,225,315,111,111
E3788,B0674,S525,3,121.5577,31.25365,121.550301,31.247301,592,682,111,92
E3794,B4760,S528,1,121.56157,31.24847,121.564964,31.243599,257,347,111,111
E3797,B1701,S529,1,121.56758,31.25879,121.568939,31.258127,563,653,89,89
E3803,B1701,S532,2,121.56987,31.26556,121.568939,31.258127,281,371,89,89
E3806,B2919,S532,4,121.56987,31.26556,121.582344,31.269781,586,676,89,89
E3809,B3227,S532,3,121.56987,31.26556,121.571579,31.266745,317,407,89,89
E3812,B3789,S532,2,121.56987,31.26556,121.567284,31.263617,281,371,89,89
E3815,B3789,S532,2,121.56987,31.26556,121.567284,31.263617,383,473,89,89
E3818,B3789,S532,3,121.56987,31.26556,121.567284,31.263617,619,709,89,89
E3824,B6022,S533,6,121.57035,31.24123,121.573311,31.244196,315,405,111,111
E3830,B9016,S533,2,121.57035,31.24123,121.563721,31.246967,282,372,111,111
E3833,B7020,S536,2,121.57171,31.26646,121.582512,31.267292,323,413,89,89
E3839,B0136,S539,1,121.57774,31.16631,121.577614,31.166462,312,402,33,33
E3842,B8695,S539,2,121.57774,31.16631,121.574516,31.170094,310,400,33,33
E3845,B8695,S539,1,121.57774,31.16631,121.574516,31.170094,542,632,33,33
E3848,B1203,S541,2,121.58129,31.24806,121.580757,31.244331,281,371,111,111
E3851,B0605,S542,1,121.58191,31.27421,121.590248,31.267336,303,393,89,89
E3854,B0336,S544,1,121.58375,31.19981,121.599022,31.193453,250,340,33,33
E3857,B0608,S544,1,121.58375,31.19981,121.581917,31.199276,491,581,33,33
E3860,B1372,S546,5,121.58865,31.26966,121.594193,31.265678,486,576,89,89
E3863,B0605,S546,2,121.58865,31.26966,121.590248,31.267336,367,457,89,89
E3869,B7900,S548,1,121.59024,31.1903,121.590553,31.193527,483,573,33,33
E3872,B0632,S549,2,121.59056,31.19232,121.592445,31.192793,609,699,33,33
E3875,B2080,S551,2,121.59067,31.19191,121.596046,31.18775,542,632,33,33
E3878,B6235,S551,4,121.59067,31.19191,121.602737,31.184872,527,617,33,33
E3881,B7900,S551,1,121.59067,31.19191,121.590553,31.193527,575,665,33,33
E3887,B0608,S553,1,121.59362,31.19107,121.581917,31.199276,227,317,33,33
E3890,B0099,S554,1,121.59413,31.19104,121.587669,31.20183,464,554,33,33
E3893,B5962,S555,1,121.59443,31.19116,121.590248,31.186306,211,301,33,33
E3899,B7900,S556,1,121.59444,31.19177,121.590553,31.193527,238,328,33,33
E3902,B1804,S557,2,121.59477,31.19024,121.606659,31.191093,210,300,33,72
E3905,B2080,S557,3,121.59477,31.19024,121.596046,31.18775,224,314,33,33
E3908,B2689,S557,1,121.59477,31.19024,121.584465,31.192692,247,337,33,33
E3911,B4834,S557,2,121.59477,31.19024,121.60347,31.189779,605,695,33,72
E3914,B5488,S557,1,121.59477,31.19024,120.910721,31.019789,486,576,33,77
E3917,B5962,S557,2,121.59477,31.19024,121.590248,31.186306,248,338,33,33
E3923,B7900,S557,2,121.59477,31.19024,121.590553,31.193527,599,689,33,33
E3926,B5976,S558,1,121.59532,31.20014,121.592819,31.209885,277,367,33,33
E3929,B7900,S558,2,121.59532,31.20014,121.590553,31.193527,300,390,33,33
E3932,B0632,S559,1,121.59538,31.19119,121.592445,31.192793,227,317,33,33
E3935,B5599,S560,1,121.59579,31.25683,121.596146,31.258282,264,354,89,89
E3938,B4067,S561,1,121.59603,31.25677,121.592659,31.262718,275,365,89,89
E3941,B2310,S563,4,121.59767,31.26354,121.596367,31.262463,258,348,89,89
E3944,B3006,S564,1,121.59786,31.25439,121.600555,31.252085,235,325,89,89
E3947,B2441,S566,1,121.6076,31.2642,121.587997,31.259472,531,621,89,89
E3950,B1299,S567,1,121.60979,31.28027,121.612167,31.284342,408,498,34,34
E3953,B2350,S567,1,121.60979,31.28027,121.609673,31.27953,500,590,34,34
E3956,B6755,S567,2,121.60979,31.28027,121.614952,31.284395,381,471,34,34
E3959,B2048,S570,1,121.61044,31.28134,121.613068,31.281267,444,534,34,34
E3962,B2350,S570,1,121.61044,31.28134,121.609673,31.27953,458,548,34,34
E3971,B5242,S572,1,121.6128,31.21631,121.59375,31.191845,583,673,72,33
E3977,B0632,S572,13,121.6128,31.21631,121.592445,31.192793,516,606,72,33
E3980,B8570,S572,1,121.6128,31.21631,121.598846,31.199852,619,709,72,33
E3983,B1865,S573,1,121.61292,31.20218,121.602448,31.199795,214,304,72,33
E3989,B2903,S573,2,121.61292,31.20218,121.630173,31.216169,222,312,72,72
E3992,B3765,S573,3,121.61292,31.20218,121.610878,31.199883,601,691,72,72
E3995,B3979,S573,2,121.61292,31.20218,121.607155,31.194971,223,313,72,72
E3998,B5241,S573,3,121.61292,31.20218,121.612747,31.201822,259,349,72,72
E4001,B5744,S573,2,121.61292,31.20218,121.601776,31.201483,231,321,72,33
E4004,B6726,S573,3,121.61292,31.20218,121.601357,31.204685,562,652,72,33
E4007,B7596,S573,2,121.61292,31.20218,121.627129,31.211054,254,344,72,72
E4010,B7900,S573,2,121.61292,31.20218,121.590553,31.193527,221,311,72,33
E4013,B7900,S573,2,121.61292,31.20218,121.590553,31.193527,585,675,72,33
E4016,B0099,S573,2,121.61292,31.20218,121.587669,31.20183,553,643,72,33
E4022,B1865,S574,6,121.61298,31.20221,121.602448,31.199795,235,325,72,33
E4025,B1865,S574,2,121.61298,31.20221,121.602448,31.199795,584,674,72,33
E4031,B2951,S574,2,121.61298,31.20221,121.610703,31.209026,271,361,72,72
E4034,B3765,S574,1,121.61298,31.20221,121.610878,31.199883,239,329,72,72
E4037,B5241,S574,1,121.61298,31.20221,121.612747,31.201822,239,329,72,72
E4040,B5488,S574,2,121.61298,31.20221,120.910721,31.019789,466,556,72,77
E4043,B5839,S574,2,121.61298,31.20221,121.626602,31.183823,275,365,72,72
E4046,B6456,S574,3,121.61298,31.20221,121.583633,31.199615,335,425,72,33
E4049,B7596,S574,2,121.61298,31.20221,121.627129,31.211054,224,314,72,72
E4052,B5136,S575,2,121.61306,31.20229,121.621727,31.220043,289,379,72,72
E4058,B4128,S576,2,121.61429,31.20529,121.617157,31.202852,509,599,72,72
E4061,B8165,S576,2,121.61429,31.20529,121.612442,31.205318,400,490,72,72
E4064,B1865,S577,2,121.6156,31.20223,121.602448,31.199795,243,333,72,33
E4070,B0206,S579,2,121.61574,31.20419,121.838669,31.039585,286,376,72,99
E4073,B2951,S579,2,121.61574,31.20419,121.610703,31.209026,290,380,72,72
E4076,B0373,S579,1,121.61574,31.20419,121.615738,31.204243,287,377,72,72
E4079,B5571,S579,2,121.61574,31.20419,121.627922,31.203434,289,379,72,72
E4088,B0373,S580,3,121.61579,31.20415,121.615738,31.204243,324,414,72,72
E4091,B5241,S580,2,121.61579,31.20415,121.612747,31.201822,279,369,72,72
E4094,B0581,S580,4,121.61579,31.20415,121.617783,31.217989,613,703,72,72
E4100,B0667,S581,2,121.61606,31.20389,121.613281,31.195801,618,708,72,72
E4103,B1489,S584,2,121.62076,31.20271,121.626984,31.212833,616,706,72,72
E4109,B0581,S585,2,121.62173,31.21941,121.617783,31.217989,315,405,72,72
E4112,B4243,S586,3,121.62214,31.21902,121.634727,31.216389,227,317,72,79
E4115,B0581,S586,1,121.62214,31.21902,121.617783,31.217989,342,432,72,72
E4121,B4854,S587,1,121.6239,31.22045,121.633034,31.217813,234,324,72,79
E4124,B2244,S588,3,121.63078,31.17822,121.630928,31.182547,618,708,72,72
E4127,B5946,S589,3,121.63291,31.19929,121.615631,31.193529,532,622,72,72
E4130,B3019,S590,1,121.63296,31.1993,121.633614,31.188801,469,559,72,72
E4133,B4176,S590,1,121.63296,31.1993,121.634117,31.199688,288,378,72,72
E4136,B6062,S590,2,121.63296,31.1993,121.638557,31.200335,629,719,72,72
E4139,B4176,S591,1,121.63306,31.19947,121.634117,31.199688,598,688,72,72
E4142,B2951,S592,3,121.63313,31.19956,121.610703,31.209026,467,557,72,72
E4145,B4176,S592,2,121.63313,31.19956,121.634117,31.199688,261,351,72,72
E4148,B0795,S592,4,121.63313,31.19956,121.635933,31.222549,224,314,72,79
E4151,B3765,S593,2,121.63635,31.20232,121.610878,31.199883,353,443,72,72
E4154,B3275,S594,3,121.6379,31.20273,121.636765,31.205406,620,710,72,79
E4157,B5571,S594,2,121.6379,31.20273,121.627922,31.203434,214,304,72,72
E4160,B0995,S594,1,121.6379,31.20273,121.629051,31.207571,216,306,72,72
E4163,B4176,S595,3,121.63796,31.213,121.634117,31.199688,592,682,79,72
E4166,B3135,S596,12,121.63807,31.21757,121.619637,31.195103,538,628,79,72
E4169,B6746,S596,3,121.63807,31.21757,121.633385,31.223055,235,325,79,79
E4172,B1399,S597,1,121.65461,31.27041,121.65873,31.266798,230,320,7,7
E4178,B2415,S597,2,121.65461,31.27041,121.651245,31.264698,628,718,7,7
E4181,B3354,S597,2,121.65461,31.27041,121.647217,31.273314,297,387,7,7
E4184,B4409,S597,1,121.65461,31.27041,121.656609,31.261227,258,348,7,7
E4187,B4409,S597,2,121.65461,31.27041,121.656609,31.261227,385,475,7,7
E4190,B4690,S597,1,121.65461,31.27041,121.678673,31.261314,628,718,7,82
E4193,B6884,S597,3,121.65461,31.27041,121.649101,31.271759,283,373,7,7
E4196,B9188,S597,3,121.65461,31.27041,121.654434,31.26907,622,712,7,7
E4199,B2415,S599,2,121.65717,31.26252,121.651245,31.264698,252,342,7,7
E4202,B4409,S599,1,121.65717,31.26252,121.656609,31.261227,600,690,7,7
E4205,B6884,S599,1,121.65717,31.26252,121.649101,31.271759,605,695,7,7
E4211,B1684,S600,3,121.65747,31.27604,121.841927,31.021612,256,346,7,99
E4214,B2521,S600,1,121.65747,31.27604,121.65847,31.274601,252,342,7,7
E4217,B2521,S600,1,121.65747,31.27604,121.65847,31.274601,569,659,7,7
E4220,B2706,S600,2,121.65747,31.27604,121.567703,31.245945,556,646,7,111
E4229,B4409,S600,3,121.65747,31.27604,121.656609,31.261227,295,385,7,7
E4232,B6884,S600,1,121.65747,31.27604,121.649101,31.271759,225,315,7,7
E4235,B6884,S600,3,121.65747,31.27604,121.649101,31.271759,285,375,7,7
E4238,B6884,S600,2,121.65747,31.27604,121.649101,31.271759,392,482,7,7
E4241,B3354,S601,1,121.65748,31.27663,121.647217,31.273314,597,687,7,7
E4247,B6884,S601,1,121.65748,31.27663,121.649101,31.271759,629,719,7,7
E4256,B3354,S603,3,121.65773,31.2613,121.647217,31.273314,616,706,7,7
E4259,B4409,S603,2,121.65773,31.2613,121.656609,31.261227,295,385,7,7
E4262,B6884,S603,2,121.65773,31.2613,121.649101,31.271759,228,318,7,7
E4265,B6884,S603,1,121.65773,31.2613,121.649101,31.271759,603,693,7,7
E4271,B1433,S605,10,121.6585,31.27468,121.648438,31.26169,237,327,7,7
E4274,B1468,S605,10,121.6585,31.27468,121.654152,31.276506,550,640,7,7
E4277,B2521,S605,13,121.6585,31.27468,121.65847,31.274601,215,305,7,7
E4280,B2521,S605,15,121.6585,31.27468,121.65847,31.274601,390,480,7,7
E4283,B2521,S605,23,121.6585,31.27468,121.65847,31.274601,574,664,7,7
E4286,B2521,S605,3,121.6585,31.27468,121.65847,31.274601,629,719,7,7
E4289,B3354,S605,14,121.6585,31.27468,121.647217,31.273314,592,682,7,7
E4295,B4324,S605,9,121.6585,31.27468,121.459442,31.241899,496,586,7,98
E4304,B4764,S605,1,121.6585,31.27468,121.654205,31.272615,245,335,7,7
E4307,B6884,S605,13,121.6585,31.27468,121.649101,31.271759,599,689,7,7
E4310,B2521,S607,1,121.65904,31.27311,121.65847,31.274601,213,303,7,7
E4313,B1437,S608,4,121.67259,31.23416,121.655273,31.219389,222,312,7,79
E4316,B4690,S608,2,121.67259,31.23416,121.678673,31.261314,623,713,7,82
E4319,B2794,S609,5,121.76318,31.05107,121.731789,31.027889,375,465,18,18
E4322,B3923,S609,3,121.76318,31.05107,121.780556,31.041302,612,702,18,99
E4328,B1884,S611,1,121.77481,31.04315,121.770363,31.044136,431,521,99,99
E4331,B2810,S611,1,121.77481,31.04315,121.764175,31.044626,448,538,99,18
E4334,B3644,S611,1,121.77481,31.04315,121.78495,31.049509,580,670,99,99
E4337,B3652,S611,2,121.77481,31.04315,121.768623,31.048546,451,541,99,99
E4340,B1081,S612,4,121.77641,31.04935,121.765228,31.05406,259,349,99,18
E4343,B2475,S612,1,121.77641,31.04935,121.757317,31.043268,246,336,99,18
E4346,B3158,S612,1,121.77641,31.04935,121.751183,31.046724,580,670,99,18
E4349,B0356,S612,2,121.77641,31.04935,121.759506,31.0376,242,332,99,18
E4352,B7285,S612,1,121.77641,31.04935,121.759247,31.046785,248,338,99,18
E4355,B7528,S612,1,121.77641,31.04935,121.754608,31.051882,567,657,99,18
